geoid,state_fips,state,name_county,name.x,population,median_income,median_home_value,median_age,vacancy_rate,longitude,latitude,climate_val,climate_flag,growing_val,growing_flag,type,type_name,clean_name
0680000,06,CA,Los Angeles,"Torrance city, California",143499,113105,1036600,43.1,0.06890979784888321,-118.34159459948953,33.834641093433426,0.23716956704900946,FALSE,-1.3402340609921575,FALSE,origin,Origin City,Torrance
0680238,06,CA,San Joaquin,"Tracy city, California",95358,118253,653900,35.2,0.03638181943582316,-121.45228813994788,37.726627168332286,0.2659808690458564,FALSE,19.631142368072474,TRUE,risk,City at Risk,Tracy
0680644,06,CA,Tulare,"Tulare city, California",69984,69517,301200,29.5,0.046620805057172074,-119.33995248763704,36.200192393846784,0.33261669945075256,TRUE,20.087199970520988,TRUE,destination,Destination City,Tulare
0680812,06,CA,Stanislaus,"Turlock city, California",72400,79807,443900,34.6,0.03482738889948503,-120.85907886872506,37.50532913290622,0.28026196668165054,TRUE,7.704197396068088,TRUE,destination,Destination City,Turlock
0680854,06,CA,Orange,"Tustin city, California",79035,108435,890600,36.8,0.03777121026454264,-117.81059315468893,33.730933783423744,0.3948943864941562,FALSE,5.112096080646573,TRUE,risk,City at Risk,Tustin
0681204,06,CA,Alameda,"Union City city, California",68141,137194,1058200,42.1,0.03288783469415682,-122.01880909281338,37.60276052011893,0.3517389118677574,FALSE,0.5776724993689895,TRUE,risk,City at Risk,Union City
0681344,06,CA,San Bernardino,"Upland city, California",78940,101407,688800,37.5,0.03530872959545777,-117.66037699198021,34.11782419778109,0.36758745709462837,TRUE,9.976823267723784,TRUE,destination,Destination City,Upland
0681554,06,CA,Solano,"Vacaville city, California",102085,108580,596700,38.1,0.04898681336908744,-121.96735193507143,38.35866211023075,0.3342297927199796,FALSE,11.575677719831308,TRUE,risk,City at Risk,Vacaville
0681666,06,CA,Solano,"Vallejo city, California",124637,89496,557500,40,0.05332471171462442,-122.23416645395115,38.112494797491856,0.3342297927199796,FALSE,9.654683032094024,TRUE,risk,City at Risk,Vallejo
0682590,06,CA,San Bernardino,"Victorville city, California",135983,70663,342500,32,0.045071212005401415,-117.35360942535725,34.52770624611469,0.36758745709462837,TRUE,21.933677827892595,TRUE,destination,Destination City,Victorville
0682954,06,CA,Tulare,"Visalia city, California",142649,79952,340600,33.5,0.046597041262285324,-119.32677344569403,36.327588007310105,0.33261669945075256,TRUE,16.913792347386135,TRUE,destination,Destination City,Visalia
0682996,06,CA,San Diego,"Vista city, California",98646,91854,674400,34.9,0.03890883426923195,-117.238608683546,33.18967731087787,0.42594943582171474,FALSE,10.56692052121209,TRUE,risk,City at Risk,Vista
0683346,06,CA,Contra Costa,"Walnut Creek city, California",69790,135665,1031100,46.1,0.04390505086560771,-122.03984920042168,37.902417051667776,0.32010033131426796,FALSE,8.145502451263656,TRUE,risk,City at Risk,Walnut Creek
0683668,06,CA,Santa Cruz,"Watsonville city, California",51968,74785,657700,32.7,0.03324468085106383,-121.77094115850194,36.921669477301286,0.3871791424957351,FALSE,1.934334432696359,TRUE,risk,City at Risk,Watsonville
0684200,06,CA,Los Angeles,"West Covina city, California",107436,98570,712300,40.1,0.036202307009760425,-117.91129019852062,34.055467156259255,0.23716956704900946,FALSE,3.9343117529333114,TRUE,risk,City at Risk,West Covina
0684550,06,CA,Orange,"Westminster city, California",90147,82686,820000,41.7,0.042571467839472237,-117.99376063012917,33.752267694198856,0.3948943864941562,FALSE,2.5239521048940836,TRUE,risk,City at Risk,Westminster
0684816,06,CA,Yolo,"West Sacramento city, California",54496,90791,497100,34.6,0.05956020116359333,-121.55043076933846,38.555686993008784,0.29792811499477545,FALSE,16.81032875026069,TRUE,risk,City at Risk,West Sacramento
0685292,06,CA,Los Angeles,"Whittier city, California",85925,92374,751700,38.3,0.05132773685112215,-118.01872628600437,33.96773460195717,0.23716956704900946,FALSE,0.9536966484887744,TRUE,risk,City at Risk,Whittier
0686328,06,CA,Yolo,"Woodland city, California",61256,87880,505200,37,0.034727630915838185,-121.75001698259788,38.671168055436375,0.29792811499477545,FALSE,11.343679235346197,TRUE,risk,City at Risk,Woodland
0686832,06,CA,Orange,"Yorba Linda city, California",67407,152060,1091700,44.7,0.049328845114906705,-117.77135310089685,33.88901506510849,0.3948943864941562,FALSE,2.963286975023262,TRUE,risk,City at Risk,Yorba Linda
0686972,06,CA,Sutter,"Yuba City city, California",69545,72322,405900,36.1,0.02626279232255148,-121.63946155239303,39.132298175234006,0.3886696609610737,FALSE,9.687105571457671,TRUE,risk,City at Risk,Yuba City
0687042,06,CA,San Bernardino,"Yucaipa city, California",54348,92401,466000,36.6,0.04896212961495801,-117.04289515297491,34.033585564867785,0.36758745709462837,TRUE,7.290384104129636,TRUE,destination,Destination City,Yucaipa
0803455,08,CO,Jefferson,"Arvada city, Colorado",122835,113396,600800,40.2,0.03656954796244313,-105.15101125147906,39.83203293471901,0.45510502780810674,FALSE,18.002231725729914,TRUE,risk,City at Risk,Arvada
0804000,08,CO,Arapahoe,"Aurora city, Colorado",390201,84320,444500,35.1,0.04701082253963605,-104.7215237387975,39.70920222225852,0.3085235700973178,TRUE,22.724370994578624,TRUE,destination,Destination City,Aurora
0807850,08,CO,Boulder,"Boulder city, Colorado",106274,85364,982600,28.8,0.06286752913503689,-105.2518703548058,40.02392889959044,0.46571697339016116,FALSE,7.244975743699367,TRUE,risk,City at Risk,Boulder
0809280,08,CO,Broomfield,"Broomfield city, Colorado",75110,121025,631600,38.8,0.04153622020396144,-105.05272084813751,39.954105601874495,0.41970297412179913,FALSE,36.09409511773968,TRUE,risk,City at Risk,Broomfield
0812415,08,CO,Douglas,"Castle Rock town, Colorado",76614,143031,621700,35.8,0.032597757331799884,-104.85294101438089,39.376171643478116,0.49556790722156474,FALSE,61.46327459435969,TRUE,risk,City at Risk,Castle Rock
0812815,08,CO,Arapahoe,"Centennial city, Colorado",107386,128167,626700,41.8,0.02340460565003646,-104.86663792806614,39.59236105236463,0.3085235700973178,TRUE,6.834240647739378,TRUE,destination,Destination City,Centennial
0816000,08,CO,El Paso,"Colorado Springs city, Colorado",483099,83198,420700,35.6,0.04350051671350892,-104.75960811865504,38.86750764810429,0.4661936045459699,FALSE,17.924214654854644,TRUE,risk,City at Risk,Colorado Springs
0816495,08,CO,Adams,"Commerce City city, Colorado",64640,106756,463200,33.9,0.03726595984660501,-104.84217414756296,39.864498758902904,0.32640652703645406,TRUE,46.68179264123221,TRUE,destination,Destination City,Commerce City
0820000,08,CO,Denver,"Denver city, Colorado",713734,91681,586700,35.2,0.06527355903265238,-104.8760193787403,39.76198591199918,0.3908641249493152,TRUE,22.65624010505801,TRUE,destination,Destination City,Denver
0827425,08,CO,Larimer,"Fort Collins city, Colorado",169705,83598,548400,30.6,0.03477335951562756,-105.06567196674885,40.54766217460427,0.47495636001680047,FALSE,19.878619705283846,TRUE,risk,City at Risk,Fort Collins
0831660,08,CO,Mesa,"Grand Junction city, Colorado",67027,66676,358300,40,0.05188402011362894,-108.56766049453645,39.08775055733428,0.4035093744836343,FALSE,15.230573063537296,TRUE,risk,City at Risk,Grand Junction
0832155,08,CO,Weld,"Greeley city, Colorado",109421,68650,369600,32.5,0.05428599212330432,-104.77141480782532,40.41555614806593,0.4767017401192659,FALSE,20.23544049687489,TRUE,risk,City at Risk,Greeley
0836410,08,CO,Douglas,"Highlands Ranch CDP, Colorado",101437,155847,672600,41.4,0.025341729381047458,-104.9707568270999,39.541940402887434,0.49556790722156474,FALSE,3.9780003821112455,TRUE,risk,City at Risk,Highlands Ranch
0843000,08,CO,Jefferson,"Lakewood city, Colorado",156309,85789,548200,38,0.05073972602739726,-105.11723670141886,39.69775743374709,0.45510502780810674,FALSE,12.279029884510463,TRUE,risk,City at Risk,Lakewood
0845970,08,CO,Boulder,"Longmont city, Colorado",98958,89724,541400,40.1,0.03226110521974785,-105.10145875311862,40.1690416902258,0.46571697339016116,FALSE,17.306350989333104,TRUE,risk,City at Risk,Longmont
0846465,08,CO,Larimer,"Loveland city, Colorado",77350,82592,453100,40.8,0.02420039626379847,-105.06221080576447,40.41646922088992,0.47495636001680047,FALSE,15.819955548141678,TRUE,risk,City at Risk,Loveland
0857630,08,CO,Douglas,"Parker town, Colorado",60115,129342,613200,36.2,0.03522829006266786,-104.77529877480808,39.50851468968365,0.49556790722156474,FALSE,35.96696054240726,TRUE,risk,City at Risk,Parker
0862000,08,CO,Pueblo,"Pueblo city, Colorado",111514,55305,230900,38.1,0.06685016899755106,-104.61151144959182,38.26903282583194,0.46736907752962414,FALSE,5.871944578011874,TRUE,risk,City at Risk,Pueblo
0877290,08,CO,Adams,"Thornton city, Colorado",142878,100985,482200,34.3,0.029537269025994364,-104.9443001012559,39.920541171773344,0.32640652703645406,TRUE,22.668421361030678,TRUE,destination,Destination City,Thornton
0883835,08,CO,Jefferson,"Westminster city, Colorado",115546,96145,497400,37.5,0.04327632260893832,-105.06247135016159,39.883655256717695,0.45510502780810674,FALSE,11.015029138533901,TRUE,risk,City at Risk,Westminster
0908000,09,CT,Greater Bridgeport,"Bridgeport city, Connecticut",148012,56584,252400,36.4,0.07001139486560762,-73.1953529462129,41.19175759981138,0.6349902051187837,FALSE,6.463177550977195,TRUE,risk,City at Risk,Bridgeport
0908420,09,CT,Naugatuck Valley,"Bristol city, Connecticut",61129,83458,252300,38.2,0.07504486987735567,-72.94069934221325,41.68118057022318,0.6349902051187837,FALSE,2.8500188223683844,TRUE,risk,City at Risk,Bristol
0918430,09,CT,Western Connecticut,"Danbury city, Connecticut",86086,83422,381600,40.5,0.061670210931662736,-73.47093319740463,41.40144765176023,0.6349902051187837,FALSE,5.566075789956399,TRUE,risk,City at Risk,Danbury
0922700,09,CT,Capitol,"East Hartford CDP, Connecticut",50798,66943,215400,38.3,0.05088116934178269,-72.61522129848,41.763418229913945,0.5767456534666209,FALSE,0.646201468003046,TRUE,risk,City at Risk,East Hartford
0937000,09,CT,Capitol,"Hartford city, Connecticut",119970,45300,217200,33.4,0.13426694451312118,-72.68341768005146,41.76605849446597,0.5767456534666209,FALSE,1.461337622856814,TRUE,risk,City at Risk,Hartford
0946450,09,CT,South Central Connecticut,"Meriden city, Connecticut",60418,68617,221600,38.6,0.07815997612296673,-72.79461219638311,41.53693789246799,0.6501902963813309,FALSE,-0.21021779827385895,FALSE,origin,Origin City,Meriden
0947515,09,CT,South Central Connecticut,"Milford city (balance), Connecticut",50749,110126,377400,46.7,0.07523565440250206,-73.06249069018716,41.225546114537956,0.6501902963813309,FALSE,1.0740591594962727,TRUE,risk,City at Risk,Milford city
0950370,09,CT,Capitol,"New Britain city, Connecticut",73301,57036,207300,34.8,0.09815686636511893,-72.78615797604725,41.67594717712061,0.5767456534666209,FALSE,2.227502675105908,TRUE,risk,City at Risk,New Britain
0952000,09,CT,South Central Connecticut,"New Haven city, Connecticut",132893,53771,249000,31.9,0.10401502700164358,-72.92456804388381,41.311293246558925,0.6501902963813309,FALSE,4.237012986364573,TRUE,risk,City at Risk,New Haven
0955990,09,CT,Western Connecticut,"Norwalk city, Connecticut",91375,105301,535000,40.2,0.0673536989326463,-73.42153162746594,41.114428677867316,0.6349902051187837,FALSE,6.590870307829384,TRUE,risk,City at Risk,Norwalk
0973000,09,CT,Western Connecticut,"Stamford city, Connecticut",135806,107474,614300,38.2,0.06544394216501605,-73.55850536747313,41.103913491120444,0.6349902051187837,FALSE,13.897464757959924,TRUE,risk,City at Risk,Stamford
0980000,09,CT,Naugatuck Valley,"Waterbury city, Connecticut",114356,51642,185400,37.8,0.09124700951025169,-73.03608035168361,41.558246730053014,0.6349902051187837,FALSE,4.632453336474648,TRUE,risk,City at Risk,Waterbury
0982660,09,CT,Capitol,"West Hartford CDP, Connecticut",63809,125616,391200,40.3,0.04196594596565428,-72.7535599423452,41.76692574311646,0.5767456534666209,FALSE,2.2051962858426988,TRUE,risk,City at Risk,West Hartford
0982800,09,CT,South Central Connecticut,"West Haven city, Connecticut",55147,73566,265200,36,0.05273259002010602,-72.9672014227558,41.27393448575585,0.6501902963813309,FALSE,-1.3868418395945217,FALSE,origin,Origin City,West Haven
1077580,10,DE,New Castle,"Wilmington city, Delaware",71124,55269,224500,37,0.10371240076037123,-75.54165386560904,39.74150760271006,0.5807986341579635,FALSE,3.6925261271827137,TRUE,risk,City at Risk,Wilmington
1150000,11,DC,District of Columbia,"Washington city, District of Columbia",672079,106287,724600,34.9,0.09700899463916136,-77.01627720764849,38.90471762350225,0.3486779450130428,FALSE,13.769502291014096,TRUE,risk,City at Risk,Washington
1200410,12,FL,Orange,"Alafaya CDP, Florida",90874,98289,391900,36.6,0.05994134897360704,-81.18683738178477,28.528001734953236,0.21652997344868646,TRUE,13.235338841340079,TRUE,destination,Destination City,Alafaya
1201700,12,FL,Orange,"Apopka city, Florida",56202,95703,364300,38.7,0.05798981934324783,-81.53190080491152,28.701658274118024,0.21652997344868646,TRUE,37.31013948351563,TRUE,destination,Destination City,Apopka
1207300,12,FL,Palm Beach,"Boca Raton city, Florida",98833,102722,660100,45.8,0.15598942861240295,-80.1080094996033,26.375220237853537,0.366628710211794,FALSE,14.921631248427035,TRUE,risk,City at Risk,Boca Raton
1207525,12,FL,Lee,"Bonita Springs city, Florida",54830,90486,460600,61.2,0.3711537969665192,-81.78583174640417,26.355745942059144,0.4637913453789778,FALSE,25.249076249870743,TRUE,risk,City at Risk,Bonita Springs
1207875,12,FL,Palm Beach,"Boynton Beach city, Florida",80601,71378,312700,42.9,0.18177126849166952,-80.08112782792412,26.5280702605853,0.366628710211794,FALSE,23.22284287543158,TRUE,risk,City at Risk,Boynton Beach
1207950,12,FL,Manatee,"Bradenton city, Florida",56289,60964,282500,45.5,0.20756077461887104,-82.5759181345885,27.490052366551353,0.44838754491150484,FALSE,12.117649416763538,TRUE,risk,City at Risk,Bradenton
1208150,12,FL,Hillsborough,"Brandon CDP, Florida",116365,77068,293800,37.2,0.07205739851143228,-82.29997418765808,27.936739105603653,0.4395268038570385,FALSE,13.821683959899202,TRUE,risk,City at Risk,Brandon
1210275,12,FL,Lee,"Cape Coral city, Florida",206387,76062,339200,48.7,0.17365556644494026,-81.99553006219412,26.64455433361845,0.4637913453789778,FALSE,37.38607183334275,TRUE,risk,City at Risk,Cape Coral
1212875,12,FL,Pinellas,"Clearwater city, Florida",117075,64440,326100,46.4,0.1830384180975921,-82.76230863235062,27.978932313538955,0.3816158065399044,FALSE,10.109860148610307,TRUE,risk,City at Risk,Clearwater
1213275,12,FL,Broward,"Coconut Creek city, Florida",57587,75516,291000,42.8,0.11224452218744246,-80.18420865263069,26.280344931319608,0.4124975725603503,FALSE,11.149248639215177,TRUE,risk,City at Risk,Coconut Creek
1214400,12,FL,Broward,"Coral Springs city, Florida",133962,90643,502700,36.9,0.05537576411362819,-80.25912612160695,26.27021787801306,0.4124975725603503,FALSE,9.970606693650906,TRUE,risk,City at Risk,Coral Springs
1214895,12,FL,Miami-Dade,"Country Club CDP, Florida",51000,70974,340900,40.3,0.04698553479041284,-80.31016999600489,25.940699173492547,0.43152817435786706,FALSE,16.6989786148691,TRUE,risk,City at Risk,Country Club
1216475,12,FL,Broward,"Davie town, Florida",106412,87171,433600,37.2,0.060745490589588585,-80.28699189754026,26.07892376464171,0.4124975725603503,FALSE,16.76521515022568,TRUE,risk,City at Risk,Davie
1216525,12,FL,Volusia,"Daytona Beach city, Florida",75924,50130,244300,39.8,0.17979782964174224,-81.09867075504424,29.197691696948326,0.45269183895835324,FALSE,27.68572898436638,TRUE,risk,City at Risk,Daytona Beach
1216725,12,FL,Broward,"Deerfield Beach city, Florida",86742,56976,274400,43.7,0.21963333261353085,-80.1277045598985,26.304953925829526,0.4124975725603503,FALSE,14.981067290474865,TRUE,risk,City at Risk,Deerfield Beach
1217100,12,FL,Palm Beach,"Delray Beach city, Florida",66940,79393,386700,51.8,0.21131443089980267,-80.09055145525818,26.455044609760133,0.366628710211794,FALSE,12.11335208240795,TRUE,risk,City at Risk,Delray Beach
1217200,12,FL,Volusia,"Deltona city, Florida",95682,72967,254100,38.3,0.0405343026945935,-81.21366978935146,28.90500018547931,0.45269183895835324,FALSE,16.462718367587335,TRUE,risk,City at Risk,Deltona
1217935,12,FL,Miami-Dade,"Doral city, Florida",76490,88474,514600,37.2,0.09143273787823551,-80.35651893646977,25.815143901377184,0.43152817435786706,FALSE,75.09808406980335,TRUE,risk,City at Risk,Doral
1224000,12,FL,Broward,"Fort Lauderdale city, Florida",183032,79935,455600,42.9,0.20407175454886697,-80.14643416882316,26.141114722128492,0.4124975725603503,FALSE,12.037119700268764,TRUE,risk,City at Risk,Fort Lauderdale
1224125,12,FL,Lee,"Fort Myers city, Florida",91730,62160,351600,40.3,0.2259921815246027,-81.83007559350237,26.61931568669643,0.4637913453789778,FALSE,50.020108995966964,TRUE,risk,City at Risk,Fort Myers
1224562,12,FL,Miami-Dade,"Fountainebleau CDP, Florida",56453,65568,284600,42.6,0.08253225946133194,-80.34602094497752,25.77229903475661,0.43152817435786706,FALSE,12.301593691260567,TRUE,risk,City at Risk,Fountainebleau
1224581,12,FL,Osceola,"Four Corners CDP, Florida",60443,74202,312300,35.1,0.3814723688939264,-81.64721298693904,28.33301693028107,0.31206252884167046,TRUE,130.35709001424806,TRUE,destination,Destination City,Four Corners
1225175,12,FL,Alachua,"Gainesville city, Florida",143611,45611,235000,26.5,0.11515354312744308,-82.346459591375,29.67937835073544,0.31164451015801,TRUE,16.900016098400044,TRUE,destination,Destination City,Gainesville
1230000,12,FL,Miami-Dade,"Hialeah city, Florida",221901,53079,359200,45.9,0.030188205771643665,-80.3045490736515,25.869627139618586,0.43152817435786706,FALSE,2.346767280246152,TRUE,risk,City at Risk,Hialeah
1232000,12,FL,Broward,"Hollywood city, Florida",152935,65359,374200,41,0.16673328463330256,-80.1678679497741,26.029325015200207,0.4124975725603503,FALSE,10.691828666583435,TRUE,risk,City at Risk,Hollywood
1232275,12,FL,Miami-Dade,"Homestead city, Florida",80725,61975,346500,32.3,0.04913802774765342,-80.44719599260107,25.466450258728354,0.43152817435786706,FALSE,38.71834709254217,TRUE,risk,City at Risk,Homestead
1232610,12,FL,Orange,"Horizon West CDP, Florida",62152,123586,498700,35.6,0.08571171333393356,-81.61456361775262,28.4416286453666,0.21652997344868646,TRUE,402.535686793053,TRUE,destination,Destination City,Horizon West
1235000,12,FL,Duval,"Jacksonville city, Florida",961739,66981,266100,36.4,0.08905778314451114,-81.6754823605163,30.331900036844356,0.4346164659478098,FALSE,18.28733862430341,TRUE,risk,City at Risk,Jacksonville
1235875,12,FL,Palm Beach,"Jupiter town, Florida",61097,109109,555500,47.3,0.19625719769673705,-80.11276376250603,26.919938305780963,0.366628710211794,FALSE,12.51786143948587,TRUE,risk,City at Risk,Jupiter
1236062,12,FL,Miami-Dade,"Kendale Lakes CDP, Florida",52141,69150,378100,48.7,0.03275296492556144,-80.40783443356864,25.708065158888953,0.43152817435786706,FALSE,-8.256273274832425,FALSE,origin,Origin City,Kendale Lakes
1236100,12,FL,Miami-Dade,"Kendall CDP, Florida",78527,83664,516900,41.9,0.06206832471273268,-80.35560613258374,25.669674745202183,0.43152817435786706,FALSE,1.8944036449452688,TRUE,risk,City at Risk,Kendall
1236950,12,FL,Osceola,"Kissimmee city, Florida",79504,51277,273900,36.3,0.14448955536638072,-81.41678778081074,28.304063742012886,0.31206252884167046,TRUE,31.49537836952033,TRUE,destination,Destination City,Kissimmee
1238250,12,FL,Polk,"Lakeland city, Florida",117030,60947,229100,39.9,0.14069280124615213,-81.95447567457593,28.055522349066386,0.3446625772749472,TRUE,22.17561727838725,TRUE,destination,Destination City,Lakeland
1239425,12,FL,Pinellas,"Largo city, Florida",82506,60465,208500,48.4,0.19813675287232668,-82.77082829433456,27.908804763490384,0.3816158065399044,FALSE,10.80490439684738,TRUE,risk,City at Risk,Largo
1239550,12,FL,Broward,"Lauderhill city, Florida",73961,49685,244500,36.7,0.12046795254192351,-80.22415022166382,26.160581402695485,0.4124975725603503,FALSE,10.185791887081463,TRUE,risk,City at Risk,Lauderhill
1239925,12,FL,Lee,"Lehigh Acres CDP, Florida",127391,62330,263200,34.7,0.06474383854065593,-81.63879324315944,26.61201935462292,0.4637913453789778,FALSE,38.38942909911559,TRUE,risk,City at Risk,Lehigh Acres
1243125,12,FL,Broward,"Margate city, Florida",58418,60852,286200,45.7,0.0876972076142508,-80.21191341312114,26.246575794931932,0.4124975725603503,FALSE,11.728922090605398,TRUE,risk,City at Risk,Margate
1243975,12,FL,Brevard,"Melbourne city, Florida",85718,64504,272900,42.3,0.11680463779508217,-80.66268308302526,28.10863843086467,0.39312417968937685,FALSE,15.76560491683167,TRUE,risk,City at Risk,Melbourne
1245000,12,FL,Miami-Dade,"Miami city, Florida",446663,59390,475200,39.7,0.1343302594525247,-80.21013695653092,25.783986442771088,0.43152817435786706,FALSE,18.361921259659823,TRUE,risk,City at Risk,Miami
1245025,12,FL,Miami-Dade,"Miami Beach city, Florida",81319,67014,542000,42.4,0.35408461842625544,-80.13965378655544,25.817212235092544,0.43152817435786706,FALSE,-7.547884805562527,FALSE,origin,Origin City,Miami Beach
1245060,12,FL,Miami-Dade,"Miami Gardens city, Florida",111264,60979,337200,38.1,0.04864939360529217,-80.24198532760897,25.943214115734683,0.43152817435786706,FALSE,6.6932680508872835,TRUE,risk,City at Risk,Miami Gardens
1245975,12,FL,Broward,"Miramar city, Florida",135986,86109,420300,39.5,0.03917160274979463,-80.33511840688885,25.977331698264596,0.4124975725603503,FALSE,16.551287704655365,TRUE,risk,City at Risk,Miramar
1249450,12,FL,Miami-Dade,"North Miami city, Florida",59429,51909,326300,37.8,0.07602742878181233,-80.16868288250176,25.90070437444618,0.43152817435786706,FALSE,2.0977132245991537,TRUE,risk,City at Risk,North Miami
1249675,12,FL,Sarasota,"North Port city, Florida",80512,81940,328700,48.6,0.13274360594489162,-82.19770308432447,27.05754001400826,0.3831944193265432,FALSE,43.87097103212078,TRUE,risk,City at Risk,North Port
1250750,12,FL,Marion,"Ocala city, Florida",64903,53520,219900,37.9,0.09992796130492951,-82.15106326255173,29.177974426950488,0.44201827052112314,FALSE,18.101175317240667,TRUE,risk,City at Risk,Ocala
1253000,12,FL,Orange,"Orlando city, Florida",311732,69268,359000,35.1,0.1360706612556696,-81.3367732518591,28.477151126753302,0.21652997344868646,TRUE,31.142991717265588,TRUE,destination,Destination City,Orlando
1254000,12,FL,Brevard,"Palm Bay city, Florida",125273,67521,248000,41.3,0.08999303649694834,-80.65954701212452,27.963235153359697,0.39312417968937685,FALSE,24.596502942662582,TRUE,risk,City at Risk,Palm Bay
1254075,12,FL,Palm Beach,"Palm Beach Gardens city, Florida",59751,110563,554300,50.1,0.15092876756582135,-80.16792763029957,26.84662737096535,0.366628710211794,FALSE,22.28035607576141,TRUE,risk,City at Risk,Palm Beach Gardens
1254200,12,FL,Flagler,"Palm Coast city, Florida",94362,71840,317200,50.8,0.0992418534563948,-81.24551606710361,29.53870453271087,0.45089154899368994,FALSE,30.55481007945569,TRUE,risk,City at Risk,Palm Coast
1254350,12,FL,Pinellas,"Palm Harbor CDP, Florida",61454,75354,359600,50.5,0.1195598458142523,-82.74785326846833,28.084439308029175,0.3816158065399044,FALSE,3.507288087335723,TRUE,risk,City at Risk,Palm Harbor
1255775,12,FL,Broward,"Pembroke Pines city, Florida",170557,81675,411700,43.7,0.0420059880239521,-80.33818251161215,26.01281327249158,0.4124975725603503,FALSE,10.738704143442655,TRUE,risk,City at Risk,Pembroke Pines
1255925,12,FL,Escambia,"Pensacola city, Florida",54011,72699,276500,40.8,0.1026691094586342,-87.19121981556545,30.441313627524192,0.5195197254490843,FALSE,3.406874544891221,TRUE,risk,City at Risk,Pensacola
1256825,12,FL,Orange,"Pine Hills CDP, Florida",82264,55692,233700,33.4,0.05508938343670193,-81.46927076014519,28.581779192440273,0.21652997344868646,TRUE,29.31412531178746,TRUE,destination,Destination City,Pine Hills
1256975,12,FL,Pinellas,"Pinellas Park city, Florida",53423,62043,251900,43.7,0.13489387026383654,-82.70783023139902,27.858909997815985,0.3816158065399044,FALSE,11.815456110662005,TRUE,risk,City at Risk,Pinellas Park
1257425,12,FL,Broward,"Plantation city, Florida",94002,87077,447700,40.8,0.06825445137726373,-80.2616705198054,26.125912738201524,0.4124975725603503,FALSE,10.08447926668581,TRUE,risk,City at Risk,Plantation
1257900,12,FL,Polk,"Poinciana CDP, Florida",71665,63042,266900,38.9,0.14752714998532432,-81.48203947959223,28.121640283149688,0.3446625772749472,TRUE,38.25159241513283,TRUE,destination,Destination City,Poinciana
1258050,12,FL,Broward,"Pompano Beach city, Florida",112212,63832,321900,41.7,0.21055524098191386,-80.13117013467274,26.242824704389427,0.4124975725603503,FALSE,14.940914000785618,TRUE,risk,City at Risk,Pompano Beach
1258350,12,FL,Charlotte,"Port Charlotte CDP, Florida",64971,60729,249400,55.5,0.1447651739740989,-82.11410536636954,26.992036526093703,0.4001234466730873,FALSE,16.895507420715735,TRUE,risk,City at Risk,Port Charlotte
1258575,12,FL,Volusia,"Port Orange city, Florida",63818,68955,287900,46.2,0.11027536970933198,-81.01369599887343,29.10850682008706,0.45269183895835324,FALSE,15.432958151659928,TRUE,risk,City at Risk,Port Orange
1258715,12,FL,St. Lucie,"Port St. Lucie city, Florida",220453,78137,327700,43.7,0.08348572883631565,-80.38837537970623,27.279587433328253,0.4669103470530976,FALSE,38.18259646980053,TRUE,risk,City at Risk,Port St. Lucie
1260950,12,FL,Hillsborough,"Riverview CDP, Florida",107776,95442,341200,36,0.0598442275460909,-82.30231735959026,27.822713543992034,0.4395268038570385,FALSE,58.20988867011044,TRUE,risk,City at Risk,Riverview
1262625,12,FL,Osceola,"St. Cloud city, Florida",61963,76196,324100,36.6,0.08501494768310912,-81.28013357272476,28.234785970930407,0.31206252884167046,TRUE,71.0647858745181,TRUE,destination,Destination City,St. Cloud
1263000,12,FL,Pinellas,"St. Petersburg city, Florida",260646,73118,331500,43.1,0.17205879224895243,-82.6654439463833,27.792581593217975,0.3816158065399044,FALSE,9.527039708895796,TRUE,risk,City at Risk,St. Petersburg
1263650,12,FL,Seminole,"Sanford city, Florida",62292,62877,272900,36.8,0.07852238290690092,-81.27526838616731,28.788915050543125,0.39107934318559107,FALSE,23.3523851257737,TRUE,risk,City at Risk,Sanford
1264175,12,FL,Sarasota,"Sarasota city, Florida",56218,70065,409700,49.3,0.2039348753229773,-82.54316465296411,27.33862369223611,0.3831944193265432,FALSE,7.8549396902461055,TRUE,risk,City at Risk,Sarasota
1268350,12,FL,Hernando,"Spring Hill CDP, Florida",118814,66557,248400,43.3,0.07424937748235343,-82.52999148563211,28.479778228316615,0.4205415122482068,FALSE,27.134968191226395,TRUE,risk,City at Risk,Spring Hill
1269700,12,FL,Broward,"Sunrise city, Florida",96633,72107,328700,42.3,0.10432749677325086,-80.29969901191672,26.15470566041865,0.4124975725603503,FALSE,13.63551699881382,TRUE,risk,City at Risk,Sunrise
1270600,12,FL,Leon,"Tallahassee city, Florida",199696,55931,276000,28,0.12068421716640733,-84.25248290605542,30.45478442880004,0.3812771369716855,TRUE,12.021657575379972,TRUE,destination,Destination City,Tallahassee
1270675,12,FL,Broward,"Tamarac city, Florida",71887,59216,259100,47.5,0.08868582139823683,-80.25389659886572,26.205593176688353,0.4124975725603503,FALSE,19.893231878009836,TRUE,risk,City at Risk,Tamarac
1270700,12,FL,Miami-Dade,"Tamiami CDP, Florida",51201,78916,451400,47.4,0.0363626451507387,-80.401555768631,25.75537943552651,0.43152817435786706,FALSE,-5.733708682428432,FALSE,origin,Origin City,Tamiami
